Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Segment,Region,Category,Sub_Category,Product_Name,Quantity,Discount,Sales,Profit
ORD-01202,2024-01-27,2024-02-03,Standard,CUST-1525,Corporate,East,Technology,Accessories,Webcam HD,3,0.0,3000.25,648.84
ORD-00812,2023-10-08,2023-10-13,Standard,CUST-4853,Corporate,West,Office Supplies,Paper,Legal Pads,1,0.15,48.78,8.5
ORD-01234,2024-09-06,2024-09-09,Express,CUST-8433,Corporate,South,Technology,Accessories,Laptop Stand,2,0.1,839.09,-27.37
ORD-01486,2023-12-05,2023-12-13,Standard,CUST-1344,Corporate,South,Technology,Accessories,Wireless Mouse,3,0.1,5015.72,87.01
ORD-01403,02/08/2023,02/18/2023,Standard,CUST-9288,Home Office,East,Furniture,Chairs,Guest Chair,3,0.1,1161.9,5.97
ORD-00180,2024-03-24,2024-03-28,Express,CUST-9645,Consumer,East,Office Supplies,Binders,Report Cover,3,0.1,230.96,41.07
ORD-01260,2024-05-03,,Same Day,CUST-1998,Corporate,East,Technology,Accessories,Laptop Stand,4,0.0,1920.41,259.57
ORD-01251,2024-11-29,2024-12-07,Standard,CUST-3266,Corporate,East,Office Supplies,Paper,Cardstock,1,0.15,46.48,10.7
ORD-00870,2023-08-30,2023-09-08,Standard,CUST-7912,Home Office,South,Furniture,Storage,Bookcase,3,0.0,3252.98,635.19
ORD-01175,2024-02-07,2024-02-17,Standard,CUST-4470,Corporate,South,Technology,Computers,HP Spectre,1,0.2,1470.69,-221.98
ORD-00821,10/09/2023,10/16/2023,Standard,CUST-1960,Corporate,West,Furniture,Storage,Storage Bin,1,0.1,791.13,-80.43
ORD-00364,2024-04-25,2024-05-05,Standard,CUST-9727,Home Office,South,Technology,Computers,HP Spectre,2,0.0,3793.13,624.22
ORD-01182,2024-06-07,2024-06-13,Standard,CUST-1241,Corporate,East,Office Supplies,Art Supplies,Highlighters,2,0.1,176.85,30.35
ORD-01203,2024-10-26,2024-10-29,Express,CUST-8454,Home Office,East,Office Supplies,Art Supplies,Colored Pencils,1,0.1,5.9,1.46
ORD-00347,2024-11-30,2024-11-30,Same Day,CUST-3621,Consumer,West,Office Supplies,Binders,Report Cover,3,0.2,57.52,2.38
ORD-01385,2023-02-07,2023-02-13,Standard,CUST-5342,Home Office,West,Office Supplies,Art Supplies,Colored Pencils,2,0.1,66.68,16.07
ORD-00789,2023-08-06,2023-08-09,Express,CUST-9669,Corporate,East,Furniture,Storage,Shelving Unit,2,0.2,1178.26,-369.53
ORD-00662,2023-04-04,2023-04-12,Standard,CUST-5040,Corporate,West,Furniture,Tables,Conference Table,3,0.0,3839.09,598.35
ORD-00966,2023-01-25,2023-01-31,Standard,CUST-6977,Corporate,West,Furniture,Tables,Round Table,2,0.0,1367.77,-56.21
ORD-01492,2024-03-26,2024-03-30,Express,CUST-3724,Home Office,West,Office Supplies,Art Supplies,Highlighters,1,0.15,39.62,3.76
ORD-00572,2024-11-12,2024-11-19,Standard,CUST-8579,Consumer,WEST,Office Supplies,Paper,Legal Pads,4,0.1,185.45,48.7
ORD-01119,2024-02-14,2024-02-22,Standard,CUST-1750,Consumer,Central,Furniture,Storage,Filing Cabinet,1,0.1,923.83,-142.29
ORD-00244,2023-12-13,2023-12-22,Standard,CUST-9856,Consumer,South,Office Supplies,Paper,Copy Paper,2,0.3,100.7,-2.87
ORD-00809,2024-01-20,2024-01-24,Express,CUST-3170,Home Office,South,Technology,Phones,OnePlus Nord,1,0.0,1626.67,206.26
ORD-01100,2024-12-17,2024-12-17,Same Day,CUST-7216,Corporate,South,Office Supplies,Art Supplies,Pens Pack,1,0.2,54.45,8.23
ORD-01076,2024-10-18,2024-10-23,Standard,CUST-6574,Home Office,West,Technology,Computers,Dell XPS,1,0.0,142.05,34.75
ORD-01104,2024-05-16,2024-05-22,Standard,CUST-4611,Corporate,East,Furniture,Storage,Bookcase,1,0.1,390.89,-35.87
ORD-00414,2023-04-27,2023-05-01,Express,CUST-6155,Corporate,West,Office Supplies,Paper,Copy Paper,1,0.15,46.55,8.25
ORD-01426,2024-06-12,2024-06-19,Standard,CUST-1409,Corporate,Central,Office Supplies,Binders,3-Ring Binder,2,0.0,118.91,48.54
ORD-01151,2024-01-04,2024-01-04,Same Day,CUST-7484,Home Office,Central,Furniture,Storage,Shelving Unit,1,0.0,1338.68,89.21
ORD-00309,2024-07-04,2024-07-08,Express,CUST-1035,Home Office,Central,Furniture,Chairs,Ergonomic Chair,4,0.15,3417.63,-808.48
ORD-00888,2023-03-04,2023-03-05,Same Day,CUST-5557,Home Office,South,Technology,Accessories,USB-C Hub,3,0.3,171.0,-45.99
ORD-00399,2023-04-21,2023-05-01,Standard,CUST-1998,Home Office,West,Office Supplies,Binders,Folder Set,2,0.15,166.74,42.65
ORD-00371,06/17/2024,06/19/2024,Express,CUST-8359,Home Office,West,Furniture,Storage,Bookcase,1,0.0,1054.02,113.09
ORD-00055,2024-09-26,2024-09-29,Express,CUST-4657,Corporate,South,Technology,Phones,OnePlus Nord,2,0.1,592.34,-6.93
ORD-01106,2024-02-02,2024-02-12,Standard,CUST-5092,Corporate,East,Technology,Computers,Lenovo ThinkPad,1,0.1,703.37,69.67
ORD-01101,2023-06-24,2023-06-28,Express,CUST-1520,Corporate,Central,Furniture,Tables,Folding Table,4,0.1,4482.48,-692.73
ORD-00313,2024-07-12,2024-07-22,Standard,CUST-8749,Consumer,East,Technology,Phones,OnePlus Nord,4,0.15,4660.43,-72.71
ORD-01183,2023-07-05,2023-07-10,Standard,CUST-4733,Home Office,East,Furniture,Chairs,Ergonomic Chair,1,0.1,178.55,-30.02
ORD-00110,2024-04-02,2024-04-09,Standard,CUST-5073,Corporate,Central,Office Supplies,Binders,Folder Set,2,0.15,78.74,6.81
ORD-01089,2023-01-21,2023-01-24,Express,CUST-1053,Home Office,South,Technology,Accessories,Wireless Mouse,1,0.2,1045.87,-138.63
ORD-00712,2023-07-03,2023-07-03,Same Day,CUST-2790,Consumer,South,Technology,Computers,Lenovo ThinkPad,2,0.4,1581.23,-641.91
ORD-00101,2024-04-28,2024-04-30,Express,CUST-5119,Consumer,Central,Technology,Phones,Google Pixel,2,0.2,1543.62,-304.32
ORD-00452,2024-04-09,2024-04-17,Standard,CUST-8517,Consumer,Central,Office Supplies,Paper,Sticky Notes,1,0.25,27.37,-0.44
ORD-01299,2023-12-02,2023-12-02,Same Day,CUST-4657,Consumer,WEST,Office Supplies,Art Supplies,Pens Pack,2,0.1,94.62,30.54
ORD-01381,2023-10-11,2023-10-15,Express,CUST-7930,Consumer,West,Furniture,Chairs,Stacking Chair,3,0.2,430.47,-88.62
ORD-00267,2024-11-27,2024-12-01,Express,CUST-2049,Corporate,East,Furniture,Storage,Filing Cabinet,3,0.0,1792.19,263.49
ORD-00683,04/19/2024,04/26/2024,Standard,CUST-2084,Consumer,West,Technology,Computers,Lenovo ThinkPad,1,0.0,1231.75,209.88
ORD-00297,2024-12-28,2025-01-04,Standard,CUST-6147,Corporate,Central,Office Supplies,Art Supplies,Highlighters,4,0.15,205.25,43.07
ORD-00577,2024-11-17,2024-11-24,Standard,CUST-3646,Home Office,West,Office Supplies,Art Supplies,Pens Pack,3,0.0,276.66,87.33
ORD-00951,2024-01-17,2024-01-27,Standard,CUST-4657,Consumer,Central,Furniture,Storage,Storage Bin,3,0.1,397.95,6.9
ORD-01430,2023-03-01,2023-03-04,Express,CUST-3664,Consumer,South,Technology,Accessories,USB-C Hub,4,0.3,1485.32,-509.95
ORD-01169,2023-08-26,2023-09-02,Standard,CUST-6977,Home Office,East,Furniture,Chairs,Executive Chair,1,0.0,1082.06,159.09
ORD-00378,11/25/2023,11/29/2023,Express,CUST-5386,Home Office,South,Furniture,Storage,Filing Cabinet,1,0.3,872.67,-64.08
ORD-00287,2023-11-25,2023-12-02,Standard,CUST-1035,Corporate,East,Technology,Phones,OnePlus Nord,2,0.1,871.7,-12.86
ORD-01444,2023-09-18,2023-09-25,Standard,CUST-8527,Consumer,West,Technology,Phones,OnePlus Nord,3,0.2,2306.61,-168.78
ORD-01007,2023-10-08,2023-10-14,Standard,CUST-1106,Home Office,East,Office Supplies,Art Supplies,Pens Pack,4,0.1,265.21,90.28
ORD-00127,2024-09-30,2024-10-02,Express,CUST-9834,Consumer,East,Furniture,Storage,Storage Bin,1,0.25,176.52,-50.4
ORD-00328,2023-01-23,2023-01-29,Standard,CUST-3547,Consumer,Central,Office Supplies,Paper,Sticky Notes,2,0.0,40.61,16.83
ORD-00293,2024-05-25,2024-06-04,Standard,CUST-9830,Home Office,East,Office Supplies,Art Supplies,Colored Pencils,3,0.1,253.41,63.77
ORD-00552,2024-04-27,2024-04-30,Express,CUST-4044,Consumer,Central,Furniture,Chairs,Stacking Chair,3,0.15,3385.04,-339.79
ORD-01304,2023-08-09,2023-08-13,Express,CUST-3504,Consumer,East,Technology,Accessories,USB-C Hub,1,0.0,518.28,57.79
ORD-01200,2024-07-17,2024-07-25,Standard,CUST-5669,Home Office,South,Office Supplies,Binders,Clipboard,2,0.2,78.93,12.41
ORD-00356,2024-08-13,2024-08-23,Standard,CUST-8956,Consumer,West,Technology,Computers,Dell XPS,1,0.0,1959.78,346.03
ORD-00171,2024-12-06,2024-12-10,Express,CUST-1993,Corporate,Central,Furniture,Storage,Filing Cabinet,1,0.0,584.2,-18.11
ORD-00848,2024-12-11,2024-12-21,Standard,CUST-4811,Home Office,Central,Technology,Accessories,Webcam HD,2,0.1,1734.01,20.01
ORD-00742,2024-11-13,2024-11-15,Express,CUST-3266,Home Office,West,Technology,Computers,Dell XPS,1,0.15,1339.85,-44.66
ORD-00627,2024-11-28,2024-12-06,Standard,CUST-8397,Corporate,East,Office Supplies,Art Supplies,Highlighters,2,0.1,82.04,26.32
ORD-00210,2023-05-16,2023-05-25,Standard,CUST-5333,Consumer,West,Technology,Computers,HP Spectre,1,0.1,1003.86,98.48
ORD-01051,2024-02-15,2024-02-17,Express,CUST-2827,Corporate,South,Office Supplies,Art Supplies,Highlighters,1,0.2,69.11,10.23
ORD-00523,2023-11-18,2023-11-23,Standard,CUST-7201,Corporate,West,Technology,Computers,MacBook Pro,1,0.0,1016.84,211.83
ORD-00141,2024-04-10,2024-04-11,Same Day,CUST-2049,Consumer,South,Technology,Computers,HP Spectre,2,0.1,561.04,40.01
ORD-01399,2023-01-18,2023-01-24,Standard,CUST-4258,Corporate,West,Office Supplies,Paper,Copy Paper,2,0.1,155.96,45.33
ORD-01097,2024-09-17,2024-09-17,Same Day,CUST-5552,Corporate,Central,Technology,Computers,HP Spectre,1,0.0,1584.58,363.4
ORD-00655,2024-03-25,2024-04-03,Standard,CUST-3579,Home Office,East,Office Supplies,Binders,Report Cover,4,0.0,72.8,32.58
ORD-01193,2023-08-13,2023-08-17,Express,CUST-3615,Consumer,West,Furniture,Chairs,Ergonomic Chair,1,0.0,843.31,38.25
ORD-01062,2023-03-07,2023-03-09,Express,CUST-1821,Corporate,South,Furniture,Storage,Filing Cabinet,1,0.3,340.57,-50.15
ORD-01279,2023-05-24,2023-05-26,Express,CUST-8491,Consumer,Central,Furniture,Tables,Computer Desk,1,0.1,202.62,-19.14
ORD-00528,2024-05-24,2024-05-30,Standard,CUST-5304,Corporate,East,Technology,Computers,Lenovo ThinkPad,3,0.1,4019.51,-184.85
ORD-00200,2023-04-06,2023-04-09,Express,CUST-8260,Consumer,Central,Furniture,Tables,Conference Table,4,0.15,3659.1,-642.43
ORD-01068,2024-11-30,2024-12-06,Standard,CUST-3170,Home Office,East,Technology,Accessories,Wireless Mouse,1,0.0,1971.0,287.65
ORD-01441,2024-02-23,2024-02-25,Express,CUST-7916,Home Office,Central,Furniture,Tables,Computer Desk,1,0.0,694.98,-6.15
ORD-00713,02/11/2024,02/21/2024,Standard,CUST-6925,Corporate,Central,Technology,Phones,Samsung Galaxy,3,0.15,985.19,23.32
ORD-00495,2023-10-23,2023-10-23,Same Day,CUST-1651,Home Office,East,Technology,Computers,Dell XPS,2,0.1,1058.56,86.01
ORD-01457,2023-06-21,2023-06-26,Standard,CUST-2343,Corporate,South,Office Supplies,Art Supplies,Colored Pencils,1,0.3,4.49,-0.66
ORD-00011,2024-11-11,2024-11-11,Same Day,CUST-2604,Home Office,Central,Technology,Phones,OnePlus Nord,2,0.0,1273.7,182.19
ORD-00148,2023-05-16,2023-05-24,Standard,CUST-3504,Consumer,Central,Furniture,Chairs,Stacking Chair,2,0.0,1764.63,-78.63
ORD-01377,2023-02-15,2023-02-24,Standard,CUST-6718,Corporate,West,Technology,Phones,iPhone Pro,2,0.1,2936.02,74.92
ORD-00283,2023-06-13,2023-06-22,Standard,CUST-4811,Home Office,West,Technology,Accessories,Wireless Mouse,2,0.1,2086.99,139.57
ORD-00299,2023-07-28,2023-07-30,Express,CUST-5371,Home Office,West,Technology,Accessories,Laptop Stand,2,0.1,1678.61,57.55
ORD-01221,09/22/2024,09/24/2024,Express,CUST-7615,Consumer,South,Furniture,Storage,Storage Bin,1,0.2,398.58,-49.42
ORD-00292,2023-07-15,2023-07-17,Express,CUST-4502,Corporate,Central,Furniture,Chairs,Stacking Chair,2,0.1,297.18,-50.28
ORD-00568,2024-02-08,2024-02-13,Standard,CUST-1960,Home Office,South,Technology,Computers,MacBook Pro,1,0.3,244.9,-61.49
ORD-00602,2023-04-11,2023-04-19,Standard,CUST-8956,Consumer,South,Technology,Computers,Lenovo ThinkPad,1,0.3,146.86,-40.91
ORD-01047,2023-02-13,2023-02-17,Express,CUST-5315,Corporate,South,Office Supplies,Art Supplies,Pens Pack,1,0.0,66.05,32.59
ORD-00894,09/06/2023,09/09/2023,Express,CUST-4116,Corporate,East,Furniture,Chairs,Guest Chair,5,0.1,2433.34,-215.95
ORD-01162,2024-08-30,2024-09-01,Express,CUST-7939,Home Office,South,Technology,Accessories,USB-C Hub,2,0.2,1466.62,-139.96
ORD-00130,2023-12-06,2023-12-09,Express,CUST-3536,Corporate,Central,Furniture,Chairs,Guest Chair,3,0.1,3281.73,-634.48
ORD-00583,2024-05-12,2024-05-22,Standard,CUST-6183,Consumer,Central,Technology,Computers,Lenovo ThinkPad,3,0.1,3708.19,211.9
ORD-00332,09/21/2024,09/30/2024,Standard,CUST-2824,Home Office,West,Technology,Phones,OnePlus Nord,2,0.0,558.31,106.37
ORD-00324,2024-04-10,2024-04-12,Express,CUST-9689,Home Office,South,Furniture,Tables,Folding Table,3,0.2,1328.88,-89.08
ORD-01386,2023-06-30,2023-07-07,Standard,CUST-4657,Home Office,East,Technology,Phones,Google Pixel,1,0.1,1024.97,90.49
ORD-00482,2023-08-24,2023-08-27,Express,CUST-5333,Corporate,East,Office Supplies,Art Supplies,Highlighters,2,0.0,55.05,26.33
ORD-01112,2024-03-29,2024-04-03,Standard,CUST-3266,Home Office,East,Office Supplies,Art Supplies,Markers Set,1,0.2,78.04,8.98
ORD-00136,2023-03-22,2023-03-30,Standard,CUST-4492,Home Office,Central,Furniture,Chairs,Guest Chair,1,0.15,974.33,-201.9
ORD-01243,2024-04-19,2024-04-24,Standard,CUST-1152,Home Office,Central,Office Supplies,Paper,Legal Pads,1,0.0,58.33,23.27
ORD-01191,2024-09-06,2024-09-08,Express,CUST-1488,Corporate,Central,Furniture,Chairs,Stacking Chair,2,0.0,1777.27,227.97
ORD-01306,2023-02-17,2023-02-22,Standard,CUST-9085,Consumer,East,Furniture,Tables,Folding Table,3,0.0,840.9,-33.18
ORD-00436,2023-07-22,2023-07-26,Express,CUST-2139,Home Office,South,Furniture,Tables,Round Table,4,0.3,587.9,-54.8
ORD-01008,2023-09-13,2023-09-22,Standard,CUST-2528,Corporate,Central,Furniture,Storage,Shelving Unit,1,0.0,183.04,15.46
ORD-00661,2023-10-10,2023-10-16,Standard,CUST-6718,Corporate,West,Office Supplies,Paper,Sticky Notes,2,0.0,166.67,60.96
ORD-01248,07/19/2024,07/21/2024,Express,CUST-6539,Corporate,South,Office Supplies,Art Supplies,Highlighters,1,0.4,45.88,-9.91
ORD-00670,2024-01-19,2024-01-19,Same Day,CUST-2519,Consumer,East,Furniture,Chairs,Ergonomic Chair,5,0.0,3451.78,-6.77
ORD-00159,2023-11-07,2023-11-07,Same Day,CUST-3927,Home Office,East,Furniture,Chairs,Guest Chair,3,0.15,933.38,-80.66
ORD-01042,2023-05-08,2023-05-17,Standard,CUST-2832,Consumer,West,Office Supplies,Binders,Folder Set,5,0.2,46.75,3.19
ORD-01455,2023-06-29,2023-07-05,Standard,CUST-3170,Consumer,South,Furniture,Storage,Storage Bin,2,0.0,2016.35,17.88
ORD-00579,2024-12-08,2024-12-12,Express,CUST-2424,Home Office,Central,Office Supplies,Art Supplies,Highlighters,1,0.0,81.44,27.54
ORD-00353,2023-04-13,2023-04-15,Express,CUST-3536,Consumer,Central,Technology,Accessories,USB-C Hub,1,0.15,1461.83,-20.79
ORD-00728,2024-12-24,2025-01-01,Standard,CUST-5808,Corporate,South,Technology,Accessories,Webcam HD,2,0.1,2892.63,40.97
ORD-01301,10/14/2024,10/17/2024,Express,CUST-1409,Home Office,Central,Furniture,Tables,Folding Table,2,0.25,1878.39,-371.95
ORD-00846,2023-11-06,2023-11-12,Standard,CUST-3504,Corporate,Central,Furniture,Chairs,Guest Chair,1,0.1,945.44,-27.58
ORD-01028,2023-11-27,2023-11-30,Express,CUST-2127,Consumer,South,Furniture,Tables,Computer Desk,1,0.2,828.64,-55.43
ORD-00622,07/05/2024,07/15/2024,Standard,CUST-7939,Consumer,West,Office Supplies,Paper,Copy Paper,5,0.0,83.62,35.14
ORD-01374,2023-07-04,2023-07-08,Express,CUST-6881,Consumer,South,Office Supplies,Art Supplies,Markers Set,2,0.0,173.52,58.11
ORD-00196,2024-12-28,2024-12-31,Express,CUST-1514,Home Office,East,Office Supplies,Art Supplies,Highlighters,1,0.0,18.23,5.69
ORD-01245,2023-10-15,2023-10-23,Standard,CUST-4139,Consumer,South,Furniture,Tables,Computer Desk,1,0.2,1172.15,-89.24
ORD-00515,2024-05-30,2024-06-05,Standard,CUST-1152,Home Office,Central,Technology,Phones,Samsung Galaxy,2,0.25,1709.07,-253.1
ORD-00439,2024-02-20,2024-02-22,Express,CUST-8350,Consumer,West,Office Supplies,Paper,Copy Paper,3,0.1,180.08,41.45
ORD-01157,2023-05-04,2023-05-14,Standard,CUST-2790,Consumer,East,Technology,Phones,Google Pixel,5,0.1,2448.88,8.88
ORD-00850,2024-11-17,2024-11-26,Standard,CUST-6539,Home Office,West,Furniture,Chairs,Stacking Chair,1,0.15,149.67,-16.84
ORD-00097,2023-08-28,2023-09-04,Standard,CUST-2127,Corporate,South,Office Supplies,Binders,  Clipboard  ,4,0.0,318.06,138.57
ORD-01050,2023-12-27,2023-12-27,Same Day,CUST-4483,Consumer,East,Furniture,Storage,Storage Bin,1,0.1,1077.47,-44.5
ORD-01229,2023-04-18,2023-04-27,Standard,CUST-6947,Home Office,East,Furniture,Tables,Conference Table,2,0.2,491.09,-80.53
ORD-00157,2023-03-01,2023-03-09,Standard,CUST-4502,Corporate,Central,Office Supplies,Paper,Sticky Notes,1,0.0,17.74,7.62
ORD-00420,2023-11-27,2023-12-05,Standard,CUST-5374,Home Office,South,Technology,Phones,Google Pixel,3,0.0,4586.89,782.63
ORD-00411,2023-07-14,2023-07-22,Standard,CUST-5552,Home Office,South,Furniture,Storage,Bookcase,1,0.0,1183.15,27.93
ORD-00644,2023-05-02,2023-05-08,Standard,CUST-9317,Consumer,Central,Office Supplies,Binders,3-Ring Binder,1,0.0,23.21,9.75
ORD-00478,2024-10-04,2024-10-07,Express,CUST-1750,Home Office,West,Furniture,Storage,Bookcase,1,0.0,106.4,8.78
ORD-01348,2023-05-24,2023-06-02,Standard,CUST-7054,Corporate,West,Office Supplies,Binders,Report Cover,2,0.0,131.28,53.37
ORD-00651,2023-10-11,2023-10-11,Same Day,CUST-9317,Corporate,East,Office Supplies,Art Supplies,Markers Set,2,0.0,78.45,34.13
ORD-00942,2023-03-26,2023-03-31,Standard,CUST-2489,Home Office,East,Office Supplies,Paper,Cardstock,1,0.0,65.56,26.8
ORD-00448,2024-12-13,2024-12-16,Express,CUST-6573,Consumer,Central,Office Supplies,Binders,Clipboard,2,0.15,81.88,12.44
ORD-00179,2023-10-15,2023-10-18,Express,CUST-2188,Consumer,West,Technology,Computers,Lenovo ThinkPad,1,0.25,1400.65,-347.38
ORD-00391,2023-11-09,2023-11-16,Standard,CUST-1887,Corporate,West,Office Supplies,Binders,3-Ring Binder,2,0.0,38.42,11.91
ORD-01422,2023-01-23,2023-01-25,Express,CUST-5889,Corporate,East,Office Supplies,Paper,Sticky Notes,5,0.0,60.08,28.79
ORD-01342,2024-04-07,2024-04-11,Express,CUST-9423,Consumer,West,Technology,Computers,HP Spectre,4,0.1,5868.02,95.13
ORD-01246,2023-07-09,2023-07-11,Express,CUST-1009,Corporate,South,Technology,Computers,HP Spectre,4,0.1,4412.4,-157.64
ORD-00608,2023-05-22,2023-05-30,Standard,CUST-4116,Corporate,Central,Furniture,Storage,Filing Cabinet,1,0.15,878.99,-222.1
ORD-00753,2023-11-07,2023-11-10,Express,CUST-4611,Home Office,Central,Office Supplies,Art Supplies,Highlighters,1,0.0,57.45,19.97
ORD-00669,10/12/2024,10/16/2024,Express,CUST-5506,Consumer,Central,Furniture,Storage,Bookcase,1,0.1,921.65,-82.03
ORD-01402,2023-04-13,2023-04-20,Standard,CUST-1998,Home Office,Central,Furniture,Tables,Folding Table,1,0.0,134.91,8.33
ORD-01383,2024-04-22,2024-04-24,Express,CUST-2790,Consumer,East,Office Supplies,Binders,Clipboard,3,0.0,187.66,60.53
ORD-01354,2023-04-01,2023-04-09,Standard,CUST-9669,Corporate,East,Technology,Computers,HP Spectre,1,0.0,1663.82,209.69
ORD-00965,2024-03-21,2024-03-28,Standard,CUST-8744,Corporate,East,Office Supplies,Art Supplies,Pens Pack,2,0.0,174.9,73.43
ORD-00295,2024-04-08,2024-04-10,Express,CUST-6107,Home Office,West,Furniture,Tables,Round Table,3,0.0,3240.06,406.22
ORD-00549,2024-01-07,2024-01-14,Standard,CUST-5552,Home Office,South,Technology,Computers,Dell XPS,5,0.2,364.38,-26.88
ORD-01278,2023-09-05,2023-09-10,Standard,CUST-5304,Consumer,West,Technology,Phones,iPhone Pro,1,0.0,1098.25,132.26
ORD-00089,09/21/2024,09/29/2024,Standard,CUST-2127,Home Office,West,Technology,Accessories,Wireless Mouse,3,0.2,2714.2,-359.74
ORD-00984,06/13/2023,06/23/2023,Standard,CUST-7930,Corporate,South,Office Supplies,Paper,Legal Pads,1,0.3,3.96,0.09
ORD-01190,2024-09-07,2024-09-11,Express,CUST-5889,Home Office,West,Technology,Accessories,Wireless Mouse,1,0.0,1586.74,255.09
ORD-00635,2023-04-21,2023-04-30,Standard,CUST-2122,Corporate,Central,Furniture,Storage,Filing Cabinet,3,0.2,2232.1,-710.93
ORD-01325,2024-10-04,2024-10-14,Standard,CUST-4946,Corporate,West,Office Supplies,Binders,Clipboard,1,0.2,52.45,4.62
ORD-01393,2023-01-18,2023-01-21,Express,CUST-4470,Home Office,South,Technology,Phones,iPhone Pro,3,0.2,2761.52,-377.01
ORD-00701,2024-11-12,2024-11-21,Standard,CUST-7054,Home Office,Central,Furniture,Storage,Bookcase,3,0.0,2366.23,14.08
ORD-00950,2024-06-09,2024-06-12,Express,CUST-4111,Consumer,East,Office Supplies,Binders,3-Ring Binder,4,0.1,107.21,29.61
ORD-00291,02/16/2023,02/19/2023,Express,CUST-3266,Consumer,East,Office Supplies,Binders,3-Ring Binder,3,0.0,219.3,92.58
ORD-01424,2024-02-15,2024-02-25,Standard,CUST-4752,Corporate,East,Furniture,Tables,Conference Table,4,0.0,1327.21,33.87
ORD-00599,2024-06-01,2024-06-06,Standard,CUST-2169,Corporate,South,Furniture,Storage,Shelving Unit,2,0.0,927.32,129.03
ORD-00349,2024-05-19,2024-05-23,Express,CUST-9797,Home Office,South,Furniture,Storage,Storage Bin,5,0.4,2361.38,-288.03
ORD-00571,2024-02-02,2024-02-05,Express,CUST-9835,Home Office,Central,Technology,Phones,Samsung Galaxy,1,0.0,1911.14,420.77
ORD-01418,2023-07-06,2023-07-11,Standard,CUST-8062,Home Office,South,Office Supplies,Art Supplies,Pens Pack,3,0.1,251.08,68.28
ORD-00695,2024-01-23,2024-01-26,Express,CUST-4598,Consumer,South,Technology,Computers,Lenovo ThinkPad,1,0.3,1135.56,-329.0
ORD-00944,2023-03-08,2023-03-17,Standard,CUST-2312,Corporate,East,Furniture,Tables,Conference Table,1,0.0,473.29,48.34
ORD-00603,08/25/2024,09/02/2024,Standard,CUST-1936,Home Office,South,Furniture,Storage,Shelving Unit,2,0.4,1101.63,-89.34
ORD-00459,2023-12-10,2023-12-15,Standard,CUST-2489,Home Office,East,Furniture,Tables,Round Table,2,0.1,1652.13,-230.56
ORD-00376,2024-07-26,2024-08-05,Standard,CUST-8508,Consumer,West,Technology,Computers,Lenovo ThinkPad,2,0.0,2310.14,393.32
ORD-00334,2024-05-03,2024-05-05,Express,CUST-5012,Home Office,West,Furniture,Chairs,Guest Chair,2,0.0,2654.95,337.94
ORD-01041,2023-07-30,2023-08-09,Standard,CUST-8973,Consumer,East,Furniture,Chairs,Ergonomic Chair,2,0.1,1005.22,-69.3
ORD-01329,2024-04-20,2024-04-26,Standard,CUST-8579,Consumer,Central,Furniture,Storage,Bookcase,1,0.0,210.03,0.99
ORD-00716,2024-12-31,2024-12-31,Same Day,CUST-5272,Corporate,West,Technology,Computers,MacBook Pro,1,0.15,1203.98,-9.0
ORD-01395,2023-01-03,2023-01-12,Standard,CUST-8350,Home Office,East,Furniture,Tables,Folding Table,3,0.0,797.74,1.44
ORD-01310,2023-12-17,2023-12-25,Standard,CUST-8668,Consumer,South,Office Supplies,Binders,Report Cover,3,0.2,220.1,17.94
ORD-00329,2024-09-05,2024-09-05,Same Day,CUST-8973,Corporate,South,Furniture,Chairs,Stacking Chair,3,0.4,2014.5,-258.54
ORD-00319,2024-05-13,2024-05-19,Standard,CUST-1771,Corporate,Central,Furniture,Tables,Round Table,1,0.15,182.55,-9.52
ORD-01158,12/18/2023,12/24/2023,Standard,CUST-1821,Consumer,West,Office Supplies,Art Supplies,Highlighters,4,0.1,229.79,61.74
ORD-00959,2024-11-16,2024-11-20,Express,CUST-1931,Consumer,East,Technology,Computers,Lenovo ThinkPad,1,0.0,1776.9,274.25
ORD-00013,04/06/2023,04/08/2023,Express,CUST-4111,Home Office,Central,Office Supplies,Art Supplies,Highlighters,1,0.0,26.34,9.19
ORD-00172,2024-04-06,2024-04-13,Standard,CUST-3103,Consumer,Central,Technology,Accessories,Laptop Stand,1,0.1,703.87,4.93
ORD-00261,2024-11-29,2024-12-05,Standard,CUST-7932,Home Office,Central,Office Supplies,Binders,3-Ring Binder,1,0.0,62.11,28.63
ORD-00825,2024-11-15,2024-11-24,Standard,CUST-9883,Consumer,East,Furniture,Storage,Shelving Unit,2,0.0,1538.2,220.21
ORD-00866,2024-05-27,2024-06-05,Standard,CUST-6635,Home Office,South,Technology,Phones,OnePlus Nord,3,0.2,4114.01,-436.82
ORD-00818,2024-09-14,2024-09-14,Same Day,CUST-2796,Consumer,Central,Technology,Accessories,Laptop Stand,2,0.1,2358.41,169.83
ORD-00139,2023-11-25,2023-11-30,Standard,CUST-7873,Consumer,South,Office Supplies,Paper,Legal Pads,2,0.2,21.6,3.12
ORD-00550,2024-07-19,2024-07-29,Standard,CUST-3724,Corporate,South,Office Supplies,Paper,Legal Pads,3,0.0,118.41,56.05
ORD-00616,2023-01-20,2023-01-29,Standard,CUST-4139,Corporate,Central,Furniture,Storage,Filing Cabinet,2,0.15,756.23,-150.37
